treat,re75,re78,age,education,black,hispanic,married,nodegree,data_id
1,0,0,25,12,1,0,0,0,NSW
1,934.445373535156,1773.42297363281,27,9,1,0,1,1,NSW
1,936.438598632813,11233.259765625,23,10,1,0,1,1,NSW
1,4398.9501953125,0,29,10,1,0,0,1,NSW
1,0,2321.10693359375,18,12,1,0,0,0,NSW
1,0,4941.84912109375,38,12,0,0,0,0,NSW
1,0,0,27,13,1,0,0,0,NSW
1,0,0,27,8,1,0,0,1,NSW
1,0,0,38,11,1,0,0,1,NSW
1,0,3881.28393554688,23,8,0,1,0,1,NSW
1,0,17230.9609375,26,11,1,0,0,1,NSW
1,3058.53100585938,1294.40905761719,42,9,1,0,1,1,NSW
1,0,8048.60302734375,21,12,0,0,0,0,NSW
1,0,0,25,8,1,0,0,1,NSW
1,0,14509.9296875,31,11,1,0,1,1,NSW
1,0,0,17,10,1,0,0,1,NSW
1,2657.05688476563,9970.6806640625,19,8,1,0,0,1,NSW
1,679.673400878906,17814.98046875,29,14,1,0,0,0,NSW
1,0,0,25,11,1,0,0,1,NSW
1,0,9983.7841796875,21,12,1,0,0,0,NSW
1,0,0,44,11,1,0,0,1,NSW
1,385.274108886719,8124.71484375,19,10,1,0,0,1,NSW
1,0,5587.5029296875,25,12,0,0,0,0,NSW
1,798.907897949219,9737.154296875,18,10,1,0,0,1,NSW
1,0,4482.84521484375,18,9,1,0,0,1,NSW
1,798.907897949219,17685.1796875,19,9,1,0,0,1,NSW
1,3287.375,5010.341796875,18,9,1,0,0,1,NSW
1,1392.85302734375,1460.35998535156,26,11,1,0,1,1,NSW
1,0,2456.15307617188,42,12,1,0,0,0,NSW
1,0,0,25,10,1,0,0,1,NSW
1,0,26817.599609375,31,9,0,1,0,1,NSW
1,0,0,24,10,1,0,0,1,NSW
1,0,9265.7880859375,26,10,1,0,0,1,NSW
1,377.568603515625,1652.63696289063,20,12,1,0,0,0,NSW
1,5324.10888671875,13829.6201171875,19,10,0,0,0,1,NSW
1,0,485.229797363281,25,11,1,0,0,1,NSW
1,1713.15002441406,4232.30908203125,23,8,0,0,1,1,NSW
1,2611.21801757813,2484.54907226563,31,12,0,0,0,0,NSW
1,0,4814.626953125,18,11,1,0,0,1,NSW
1,0,7458.10498046875,19,11,1,0,0,1,NSW
1,0,0,43,9,1,0,0,1,NSW
1,0,34099.28125,27,13,1,0,0,0,NSW
1,2226.26611328125,13385.8603515625,26,11,0,0,0,1,NSW
1,8853.673828125,5112.01416015625,29,10,0,1,0,1,NSW
1,0,1953.26794433594,17,9,1,0,0,1,NSW
1,0,0,30,11,1,0,0,1,NSW
1,156.949096679688,10641.240234375,17,10,1,0,0,1,NSW
1,8644.15625,11656.509765625,20,12,0,0,1,0,NSW
1,375.104705810547,3621.70703125,17,9,1,0,0,1,NSW
1,562.656982421875,0,18,12,1,0,0,0,NSW
1,1395.39001464844,0,21,11,0,1,0,1,NSW
1,1913.03405761719,0,30,11,1,0,0,1,NSW
1,5491.53515625,2454.5,18,11,0,1,0,1,NSW
1,9227.55859375,0,20,12,1,0,0,0,NSW
1,10802.98046875,4488.4951171875,20,6,0,1,1,1,NSW
1,11073.08984375,0,20,10,1,0,0,1,NSW
1,37431.66015625,2346.82788085938,25,8,1,0,0,1,NSW
1,1618.15002441406,6011.02099609375,17,9,0,0,0,1,NSW
1,2589.0419921875,0,18,10,0,1,0,1,NSW
1,6511.1240234375,7913.38623046875,19,9,0,1,0,1,NSW
1,192.799499511719,661.1923828125,19,11,1,0,0,1,NSW
1,421.302398681641,3075.86206054688,27,10,0,1,0,1,NSW
1,535.553283691406,1115.85998535156,18,12,0,1,0,0,NSW
1,606.960876464844,317.895202636719,22,11,1,0,0,1,NSW
1,660.515930175781,12229.6298828125,20,9,1,0,0,1,NSW
1,696.219177246094,0,20,11,1,0,0,1,NSW
1,699.789611816406,480.527008056641,18,10,1,0,0,1,NSW
1,856.886413574219,3251.10009765625,17,10,1,0,0,1,NSW
1,1088.90698242188,11460.5595703125,26,12,1,0,0,0,NSW
1,1071.10803222656,7315.4521484375,22,10,1,0,0,1,NSW
1,1160.36596679688,702.183898925781,20,12,1,0,0,0,NSW
1,1199.64099121094,0,18,8,1,0,0,1,NSW
1,1285.32995605469,15369.48046875,18,9,1,0,0,1,NSW
1,1371.01696777344,12064.41015625,18,10,1,0,0,1,NSW
1,1374.58703613281,13278.9697265625,19,10,1,0,0,1,NSW
1,1713.77294921875,8836.56640625,18,9,0,1,0,1,NSW
1,2202.7958984375,4387.05712890625,17,10,0,1,0,1,NSW
1,1927.99499511719,11965.8095703125,19,11,1,0,0,1,NSW
1,2142.21704101563,2186.18896484375,27,11,1,0,1,1,NSW
1,3213.11303710938,2975.03100585938,19,10,1,0,0,1,NSW
1,3276.14990234375,14271.23046875,19,9,0,1,0,1,NSW
1,3213.32202148438,2094.11889648438,27,10,1,0,0,1,NSW
1,4167.998046875,11300.240234375,21,11,1,0,1,1,NSW
1,4923.26318359375,130.679092407227,29,10,1,0,1,1,NSW
1,4641.466796875,2877.68188476563,34,11,0,1,0,1,NSW
1,4712.8740234375,6103.74609375,25,10,0,0,0,1,NSW
1,5498.35009765625,2329.86694335938,31,13,0,0,0,0,NSW
1,5783.98095703125,0,41,9,1,0,1,1,NSW
1,6658.56201171875,9381.294921875,21,11,0,1,0,1,NSW
1,6426.64599609375,16451.4609375,20,11,1,0,0,1,NSW
1,7212.10986328125,6485.5078125,24,12,0,1,1,0,NSW
1,7212.1201171875,3154.71997070313,41,9,1,0,1,1,NSW
1,7390.6337890625,3557.93408203125,21,12,0,0,0,0,NSW
1,7497.751953125,668.74658203125,22,11,1,0,0,1,NSW
1,8015.44189453125,5487.97021484375,20,9,0,1,0,1,NSW
1,8497.435546875,9017.00390625,17,11,1,0,0,1,NSW
1,9180.919921875,0,24,11,1,0,0,1,NSW
1,15079.9501953125,10283.490234375,23,12,1,0,1,0,NSW
1,15709.5595703125,5665.06591796875,23,10,1,0,0,1,NSW
1,22959.759765625,2746.61401367188,26,11,0,0,0,1,NSW
1,24806.830078125,8803.666015625,21,13,1,0,0,0,NSW
1,1958.09594726563,10989.9296875,18,10,1,0,1,1,NSW
1,653.954223632813,11134.98046875,22,10,1,0,0,1,NSW
1,1000.54998779297,1433.53100585938,17,10,1,0,0,1,NSW
1,1569.48999023438,5518.0830078125,20,7,1,0,0,1,NSW
1,1667.5830078125,5594.72900390625,17,9,1,0,0,1,NSW
1,1961.86401367188,3689.1259765625,23,11,1,0,0,1,NSW
1,2321.537109375,179.021697998047,32,10,1,0,0,1,NSW
1,2534.07202148438,4551.97900390625,19,12,1,0,0,0,NSW
1,2615.81689453125,0,30,10,1,0,0,1,NSW
1,2746.60791015625,2090.67797851562,25,12,1,0,0,0,NSW
1,4676.45703125,1973.34497070313,26,11,0,0,0,1,NSW
1,3473.80810546875,5861.60302734375,19,10,1,0,0,1,NSW
1,3416.90698242188,9251.357421875,19,8,0,0,0,1,NSW
1,5100.8388671875,13626.0400390625,20,10,1,0,0,1,NSW
1,5310.10693359375,7906.3408203125,21,11,1,0,0,1,NSW
1,7841.97216796875,7947.2568359375,23,12,1,0,0,0,NSW
1,6409.02685546875,11648.7001953125,19,11,1,0,0,1,NSW
1,8774.791015625,18295.8203125,22,11,1,0,0,1,NSW
1,7782.0419921875,14416.83984375,23,12,1,0,0,0,NSW
1,8141.703125,4635.66015625,26,10,1,0,1,1,NSW
1,12982.33984375,0,24,12,1,0,0,0,NSW
1,12625.509765625,0,18,10,0,1,0,1,NSW
1,14223.5,7661.97314453125,27,11,1,0,0,1,NSW
1,17983.7109375,15191.91015625,21,11,0,1,0,1,NSW
1,23096.650390625,6421.52978515625,25,8,0,0,0,1,NSW
1,807.951110839844,4350.9072265625,21,12,1,0,0,0,NSW
1,532.253601074219,0,19,11,1,0,0,1,NSW
1,851.606079101563,0,18,11,1,0,0,1,NSW
1,857.519470214844,0,34,7,1,0,0,1,NSW
1,946.227905273438,11412.240234375,21,11,0,0,0,1,NSW
1,1536.50305175781,1709.34204101563,25,9,1,0,0,1,NSW
1,1341.65100097656,1374.06604003906,17,9,1,0,0,1,NSW
1,1182.78601074219,7779.26318359375,28,8,1,0,0,1,NSW
1,1182.78601074219,5100.46923828125,18,9,1,0,0,1,NSW
1,4310.455078125,0,27,12,1,0,0,0,NSW
1,1774.18005371094,11464.7099609375,23,9,1,0,0,1,NSW
1,1862.88903808594,8774.623046875,19,8,0,1,0,1,NSW
1,2158.5849609375,0,21,11,1,0,0,1,NSW
1,2217.72412109375,4082.3701171875,21,11,1,0,0,1,NSW
1,2217.72412109375,0,23,10,1,0,0,1,NSW
1,2294.60498046875,2018.55603027344,27,9,1,0,0,1,NSW
1,2483.85205078125,0,27,11,1,0,0,1,NSW
1,3903.19506835938,796.559692382813,23,12,0,0,0,0,NSW
1,7218.27685546875,7976.93212890625,27,8,1,0,0,1,NSW
1,6952.580078125,7318.18603515625,28,11,1,0,1,1,NSW
1,5204.2587890625,0,25,12,1,0,0,0,NSW
1,6085.4208984375,9750.66015625,20,12,1,0,0,0,NSW
1,6608.80322265625,5811.76513671875,26,12,1,0,0,0,NSW
1,10495.080078125,3385.81103515625,23,10,1,0,1,1,NSW
1,7285.9482421875,16717.119140625,49,8,0,0,1,1,NSW
1,10224.3701171875,11293.8095703125,19,11,1,0,0,1,NSW
1,8616.8515625,99.5700225830078,21,13,0,0,0,0,NSW
1,7806.38720703125,2777.5849609375,27,12,1,0,1,0,NSW
1,8959.5888671875,1659.5,23,11,1,0,0,1,NSW
1,12170.9404296875,8408.392578125,22,11,1,0,0,1,NSW
1,13008.5,14683.6298828125,24,15,1,0,0,0,NSW
1,18154.060546875,0,24,12,1,0,0,0,NSW
1,214.563598632813,929.883911132812,18,11,1,0,0,1,NSW
1,5793.85205078125,5522.7880859375,17,10,1,0,0,1,NSW
1,1253.43896484375,5445.2001953125,17,9,1,0,0,1,NSW
1,6871.85595703125,0,28,11,1,0,0,1,NSW
1,2666.27392578125,0,27,11,1,0,0,1,NSW
1,2615.27587890625,4146.60302734375,19,11,1,0,0,1,NSW
1,919.557922363281,4321.705078125,18,11,0,0,0,1,NSW
1,2421.94702148438,1660.50805664063,24,10,1,0,0,1,NSW
1,3039.9599609375,8484.2392578125,23,12,1,0,0,0,NSW
1,5749.3310546875,743.666625976563,21,9,1,0,0,1,NSW
1,3332.40893554688,9371.037109375,21,12,1,0,0,0,NSW
1,2288.67504882813,4849.55908203125,24,9,1,0,0,1,NSW
1,5875.048828125,1358.64294433594,20,9,0,1,0,1,NSW
1,3090.73193359375,0,25,13,1,0,0,0,NSW
1,17976.150390625,3786.6279296875,35,8,1,0,1,1,NSW
1,74.3434524536133,6210.669921875,17,9,0,1,0,1,NSW
1,1666.11303710938,4032.7080078125,24,11,1,0,1,1,NSW
1,165.207702636719,0,20,12,1,0,0,0,NSW
1,3695.89697265625,4279.61279296875,21,8,1,0,0,1,NSW
1,1784.27404785156,11141.3896484375,18,10,1,0,0,1,NSW
1,357.949890136719,22163.25,27,12,1,0,0,0,NSW
1,3836.98608398438,3462.56396484375,22,9,1,0,0,1,NSW
1,2594.72290039063,0,46,8,1,0,0,1,NSW
1,6056.75390625,0,19,10,1,0,0,1,NSW
1,5463.80322265625,6788.462890625,19,11,0,1,1,1,NSW
1,936.177307128906,0,22,12,1,0,0,0,NSW
1,8455.50390625,12590.7099609375,22,12,0,0,0,0,NSW
1,5794.8310546875,1424.94396972656,26,12,1,0,1,0,NSW
1,4878.93701171875,10976.509765625,29,12,1,0,0,0,NSW
1,5517.8408203125,9558.5009765625,31,9,1,0,0,1,NSW
1,1817.28405761719,0,29,12,1,0,0,0,NSW
1,13830.6396484375,12803.9697265625,35,9,1,0,1,1,NSW
1,2409.27392578125,0,25,12,1,0,0,0,NSW
1,7055.7021484375,10092.830078125,22,12,0,1,1,0,NSW
1,3550.07495117188,0,27,10,1,0,0,1,NSW
1,5588.6640625,13228.2802734375,22,10,1,0,1,1,NSW
1,2937.26391601563,7535.94189453125,19,8,1,0,0,1,NSW
1,1220.83605957031,1085.43994140625,20,11,1,0,0,1,NSW
1,334.049407958984,12558.01953125,21,12,0,0,0,0,NSW
1,334.049285888672,0,27,12,1,0,1,0,NSW
1,2777.35498046875,5615.18896484375,20,10,1,0,0,1,NSW
1,501.074096679688,671.331787109375,23,12,1,0,0,0,NSW
1,853.722473144531,0,27,13,0,0,1,0,NSW
1,1117.43896484375,559.443176269531,23,12,0,1,0,0,NSW
1,2842.76391601563,6167.68115234375,24,12,1,0,0,0,NSW
1,1484.99401855469,6943.341796875,20,11,1,0,0,1,NSW
1,6788.9580078125,672.877319335938,26,10,1,0,0,1,NSW
1,11536.5703125,36646.94921875,25,14,1,0,1,0,NSW
1,0,0,26,10,1,0,1,1,NSW
1,0,8881.6650390625,20,9,1,0,0,1,NSW
1,4023.2109375,7382.548828125,31,4,1,0,0,1,NSW
1,4078.15209960938,0,24,10,1,0,1,1,NSW
1,25142.240234375,4181.94189453125,33,11,1,0,1,1,NSW
1,10941.349609375,15952.599609375,33,12,1,0,1,0,NSW
0,0,0,23,10,1,0,0,1,NSW
0,0,12383.6796875,26,12,0,0,0,0,NSW
0,0,0,22,9,1,0,0,1,NSW
0,4368.4130859375,14051.16015625,34,9,1,0,0,1,NSW
0,0,10740.080078125,18,9,1,0,0,1,NSW
0,0,11796.4697265625,45,11,1,0,0,1,NSW
0,0,9227.0517578125,18,9,1,0,0,1,NSW
0,2483.85107421875,3552.26806640625,27,12,1,0,0,0,NSW
0,0,10569.26953125,24,8,0,0,0,1,NSW
0,0,6040.3349609375,34,11,1,0,1,1,NSW
0,8965.2431640625,9199.5634765625,20,13,1,0,0,0,NSW
0,0,3880.8330078125,24,4,0,1,0,1,NSW
0,803.343017578125,16477.01953125,28,12,0,0,0,0,NSW
0,922.572875976562,0,21,10,1,0,0,1,NSW
0,29009.109375,10067.4296875,28,12,1,0,1,0,NSW
0,6004.72802734375,4779.72021484375,20,12,1,0,0,0,NSW
0,3403.05590820313,0,23,8,1,0,0,1,NSW
0,7244.56103515625,8976.826171875,21,11,1,0,1,1,NSW
0,0,0,36,10,1,0,0,1,NSW
0,735.205078125,2502.52587890625,18,12,0,0,0,0,NSW
0,0,5775.06201171875,21,14,1,0,0,0,NSW
0,5569.76123046875,0,30,13,1,0,0,0,NSW
0,1491.01599121094,0,26,11,0,1,0,1,NSW
0,0,0,28,9,1,0,0,1,NSW
0,10711.080078125,0,31,4,0,0,0,1,NSW
0,642.664489746094,14444.7099609375,18,12,1,0,0,0,NSW
0,0,0,27,7,1,0,1,1,NSW
0,0,0,19,11,0,0,0,1,NSW
0,0,0,20,8,1,0,0,1,NSW
0,10610.080078125,4623.18798828125,28,8,1,0,0,1,NSW
0,0,2113.72192382813,34,12,1,0,0,0,NSW
0,0,7618.63916015625,24,10,1,0,0,1,NSW
0,0,16461.5703125,24,9,1,0,0,1,NSW
0,0,9920.9453125,22,8,0,1,0,1,NSW
0,0,4196.375,25,11,1,0,0,1,NSW
0,1177.11804199219,8743.0712890625,20,11,0,0,0,1,NSW
0,0,3343.22412109375,21,9,1,0,0,1,NSW
0,2814.19506835938,1720.90698242188,19,12,1,0,0,0,NSW
0,0,0,39,9,1,0,0,1,NSW
0,0,16658.25,19,9,1,0,1,1,NSW
0,1307.90795898438,0,24,10,1,0,0,1,NSW
0,0,9722.0029296875,44,9,1,0,0,1,NSW
0,1896.02294921875,5573.546875,23,11,1,0,0,1,NSW
0,532.253601074219,1333.44494628906,22,12,1,0,0,0,NSW
0,0,3783.65991210938,27,8,1,0,0,1,NSW
0,1122.62097167969,215.83479309082,27,11,1,0,1,1,NSW
0,1605.44799804688,0,18,9,1,0,0,1,NSW
0,0,3515.92895507813,25,8,1,0,0,1,NSW
0,0,17014.58984375,31,10,1,0,0,1,NSW
0,6567.3291015625,5435.787109375,28,10,1,0,0,1,NSW
0,558.773376464844,0,26,10,1,0,1,1,NSW
0,1706.65698242188,0,30,8,1,0,0,1,NSW
0,0,6771.6220703125,28,11,0,1,1,1,NSW
0,0,0,34,10,1,0,1,1,NSW
0,0,0,21,7,0,1,0,1,NSW
0,0,5970.2568359375,33,12,1,0,0,0,NSW
0,1778.08898925781,7171,19,9,1,0,0,1,NSW
0,7967.208984375,0,20,11,1,0,0,1,NSW
0,0,1859.1669921875,18,10,0,1,0,1,NSW
0,752.390075683594,0,27,12,1,0,1,0,NSW
0,0,6191.94287109375,26,12,1,0,1,0,NSW
0,9662.669921875,0,24,9,1,0,0,1,NSW
0,0,7284.39404296875,31,12,1,0,0,0,NSW
0,2158.05004882813,0,22,12,1,0,0,0,NSW
0,6539.537109375,3123.11596679688,28,14,1,0,0,0,NSW
0,0,445.830902099609,35,10,1,0,0,1,NSW
0,0,0,20,12,1,0,0,0,NSW
0,3141.9169921875,1320.92297363281,30,9,0,0,0,1,NSW
0,0,0,25,11,1,0,0,1,NSW
0,0,7367.0400390625,25,10,1,0,0,1,NSW
0,0,0,35,11,1,0,0,1,NSW
0,6150.52001953125,0,22,8,1,0,0,1,NSW
0,449.047912597656,0,21,12,1,0,0,0,NSW
0,0,2015.50305175781,20,10,1,0,0,1,NSW
0,2237.2080078125,1764.10803222656,21,8,1,0,0,1,NSW
0,0,15791.1298828125,25,9,0,1,0,1,NSW
0,3000.837890625,5350.0380859375,24,10,0,1,0,1,NSW
0,2899.82006835938,18859.890625,33,11,1,0,0,1,NSW
0,12357.2197265625,0,21,9,1,0,0,1,NSW
0,4491.8837890625,0,27,11,1,0,1,1,NSW
0,0,1135.46997070313,27,10,1,0,0,1,NSW
0,0,6378.72021484375,20,11,0,1,0,1,NSW
0,10240.3603515625,10020.7197265625,25,13,1,0,0,0,NSW
0,645.272277832031,5497.5908203125,18,11,1,0,0,1,NSW
0,0,7176.18701171875,26,11,1,0,0,1,NSW
0,0,0,38,8,1,0,0,1,NSW
0,7652.1201171875,8396.654296875,21,11,1,0,1,1,NSW
0,8912.484375,5611.8662109375,34,11,1,0,0,1,NSW
0,1162.36206054688,39483.53125,21,10,1,0,0,1,NSW
0,10393.6103515625,7404.76220703125,31,13,1,0,0,0,NSW
0,0,7952.5400390625,34,10,1,0,0,1,NSW
0,3649.76904296875,0,25,11,1,0,0,1,NSW
0,1275.35595703125,8644.4267578125,24,9,1,0,0,1,NSW
0,0,0,19,12,1,0,0,0,NSW
0,0,7152.1318359375,32,8,1,0,0,1,NSW
0,0,8329.8232421875,20,9,0,1,0,1,NSW
0,0,0,23,10,1,0,0,1,NSW
0,0,12429.91015625,38,10,1,0,0,1,NSW
0,0,0,24,11,1,0,0,1,NSW
0,1197.46203613281,11223.7197265625,19,10,0,1,0,1,NSW
0,0,5088.759765625,23,11,1,0,0,1,NSW
0,0,4374.0400390625,20,7,0,1,0,1,NSW
0,9319.4443359375,0,25,10,1,0,1,1,NSW
0,0,1553.291015625,21,11,1,0,0,1,NSW
0,0,0,25,10,1,0,0,1,NSW
0,0,1698.30395507813,22,11,1,0,1,1,NSW
0,16341.16015625,16900.30078125,29,9,0,1,0,1,NSW
0,1862.88903808594,11630.66015625,21,11,1,0,0,1,NSW
0,0,11011.5703125,21,7,1,0,0,1,NSW
0,0,0,23,11,1,0,0,1,NSW
0,1371.47302246094,20893.109375,20,12,1,0,0,0,NSW
0,8920.470703125,20857.83984375,21,11,0,1,0,1,NSW
0,7322.037109375,4677.048828125,26,12,1,0,0,0,NSW
0,0,11294.6298828125,24,12,0,0,0,0,NSW
0,4128.44287109375,7565.27294921875,43,10,1,0,0,1,NSW
0,1726.44494628906,0,31,11,1,0,0,1,NSW
0,2707.3720703125,100.699798583984,22,11,1,0,0,1,NSW
0,0,0,29,11,1,0,0,1,NSW
0,0,14626.3896484375,24,11,1,0,0,1,NSW
0,0,12898.3798828125,22,9,1,0,0,1,NSW
0,8870.87890625,7396.2919921875,19,11,1,0,0,1,NSW
0,0,5767.1328125,28,11,1,0,0,1,NSW
0,0,6527.9189453125,18,10,0,1,0,1,NSW
0,2138.09399414063,5767.7041015625,18,9,1,0,0,1,NSW
0,0,3931.23803710938,26,10,1,0,0,1,NSW
0,0,20942.240234375,25,10,1,0,0,1,NSW
0,8479.5927734375,10820.5498046875,26,12,1,0,0,0,NSW
0,29897.189453125,23483.44921875,23,11,1,0,0,1,NSW
0,1124.80102539063,11731.2001953125,20,8,0,1,0,1,NSW
0,0,0,24,10,1,0,0,1,NSW
0,8797.34765625,1653.48095703125,27,13,1,0,0,0,NSW
0,0,0,26,5,1,0,0,1,NSW
0,8606.7431640625,0,37,10,1,0,0,1,NSW
0,0,14690.349609375,36,10,1,0,0,1,NSW
0,0,0,22,11,1,0,0,1,NSW
0,506.407592773438,604.19873046875,22,9,1,0,0,1,NSW
0,0,3418.09692382813,25,12,1,0,0,0,NSW
0,1765.67602539063,0,22,10,1,0,0,1,NSW
0,0,11197.33984375,27,11,1,0,0,1,NSW
0,0,0,29,8,1,0,0,1,NSW
0,2006.62902832031,6546.009765625,18,9,1,0,0,1,NSW
0,0,0,24,12,1,0,0,0,NSW
0,1596.76196289063,6723.4140625,27,9,0,1,0,1,NSW
0,902.456481933594,1914.41394042969,19,9,1,0,0,1,NSW
0,0,0,22,10,1,0,0,1,NSW
0,1359.34704589844,132.759994506836,29,12,1,0,0,0,NSW
0,9311.9384765625,3982.80102539063,30,11,1,0,1,1,NSW
0,13503.76953125,11607.08984375,22,7,1,0,0,1,NSW
0,0,1455.68994140625,24,7,1,0,0,1,NSW
0,3357.18505859375,7226.048828125,29,14,1,0,0,0,NSW
0,0,1890.93701171875,29,12,1,0,0,0,NSW
0,1321.66003417969,2639.2900390625,22,11,1,0,0,1,NSW
0,0,4485.6162109375,25,11,0,1,1,1,NSW
0,0,13613.349609375,30,12,1,0,0,0,NSW
0,0,1390.50903320313,22,8,1,0,0,1,NSW
0,0,5843.7958984375,55,3,1,0,0,1,NSW
0,9902.7626953125,9453.8271484375,35,10,1,0,0,1,NSW
0,0,8598.5224609375,20,10,1,0,0,1,NSW
0,1203.82397460938,9378.6533203125,29,9,1,0,0,1,NSW
0,3470.38891601563,7896.70703125,20,11,1,0,0,1,NSW
0,2129.01611328125,0,27,9,1,0,0,1,NSW
0,6449.47998046875,16988.1796875,28,10,1,0,1,1,NSW
0,2531.31103515625,0,20,11,1,0,0,1,NSW
0,2025.56604003906,0,26,14,1,0,1,0,NSW
0,1087.80297851563,2987.10107421875,19,8,0,1,0,1,NSW
0,0,2920.19897460938,34,11,1,0,0,1,NSW
0,0,0,22,12,1,0,0,0,NSW
0,0,6735.31982421875,32,12,0,1,1,0,NSW
0,1868.02099609375,0,19,11,1,0,0,1,NSW
0,0,0,31,10,1,0,0,1,NSW
0,0,0,18,9,1,0,0,1,NSW
0,4479.5869140625,128.671997070313,28,10,1,0,0,1,NSW
0,12419.1796875,10673.7001953125,32,12,1,0,0,0,NSW
0,0,0,50,10,0,1,0,1,NSW
0,591.815124511719,4159.9189453125,20,12,1,0,0,0,NSW
0,0,44.7554588317871,25,11,1,0,1,1,NSW
0,0,0,23,10,1,0,1,1,NSW
0,5926.794921875,29408.0390625,21,14,1,0,0,0,NSW
0,0,0,38,10,1,0,0,1,NSW
