county_name,county_code,state_abb,income_quartile,life_exp,pct_uninsured,poverty_rate,pct_religious,pct_black,pct_hispanic,unemployment_rate,median_hh_inc,is_urban,pop,pop_density,pct_smoke,pct_obese,pct_exercise
Glynn,13127,GA,1,77.5862876722118,22.97075,0.1514675,46.31482,26.21211,2.988101,0.0364318,40995.91,1,67568,159.9742,0.295302,0.3687943,0.59060401
Glynn,13127,GA,4,85.7448505807578,22.97075,0.1514675,46.31482,26.21211,2.988101,0.0364318,40995.91,1,67568,159.9742,0.1617647,0.2424242,0.86131388
Gordon,13129,GA,1,77.4422016931756,25.21479,0.098599,56.52095,3.425993,7.409759,0.0515106,31696.1,1,44104,124.0495,0.3888889,0.1333333,0.55555558
Gordon,13129,GA,4,85.7189585686629,25.21479,0.098599,56.52095,3.425993,7.409759,0.0515106,31696.1,1,44104,124.0495,0.0833333,0.4166667,0.83333331
Gwinnett,13135,GA,1,81.1451121928751,24.54623,0.056772,42.37061,13.05757,10.89935,0.0326823,42831.35,1,588448,1359.851,0.2394366,0.2453532,0.60223049
Gwinnett,13135,GA,4,86.3481477935283,24.54623,0.056772,42.37061,13.05757,10.89935,0.0326823,42831.35,1,588448,1359.851,0.1160494,0.1994917,0.86317134
Habersham,13137,GA,1,79.4843966767616,26.45109,0.1217422,52.54025,4.320094,7.659741,0.0428818,31706.46,1,35902,129.0649,0.35,0.375,0.65853661
Habersham,13137,GA,4,85.1539920123862,26.45109,0.1217422,52.54025,4.320094,7.659741,0.0428818,31706.46,1,35902,129.0649,0.125,0.3125,0.625
Hall,13139,GA,1,79.2053435241445,25.84336,0.1241491,46.8814,7.108137,19.55958,0.0344205,35069.64,1,139277,353.8019,0.375,0.2555556,0.57988167
Hall,13139,GA,4,86.0264307471487,25.84336,0.1241491,46.8814,7.108137,19.55958,0.0344205,35069.64,1,139277,353.8019,0.1153846,0.2290503,0.81318682
Haralson,13143,GA,1,76.3101188722122,20.55196,0.1549731,51.47917,5.398988,0.5566368,0.0437341,29466.77,1,25690,91.0632,0.1428571,0.0714286,0.64285713
Haralson,13143,GA,4,86.4469495614267,20.55196,0.1549731,51.47917,5.398988,0.5566368,0.0437341,29466.77,1,25690,91.0632,0.4285714,0.3333333,0.71428573
Henry,13151,GA,1,78.4994146665305,18.17743,0.049151,40.2368,14.6094,2.255721,0.0296019,41329.98,1,119341,369.8067,0.25,0.3214286,0.57894737
Henry,13151,GA,4,85.4624515897024,18.17743,0.049151,40.2368,14.6094,2.255721,0.0296019,41329.98,1,119341,369.8067,0.1018519,0.2376238,0.87962961
Houston,13153,GA,1,77.4608435542379,17.98561,0.1019866,52.73055,24.53934,3.036158,0.0331422,34890.66,1,110765,294.0009,0.3894737,0.3763441,0.6082474
Houston,13153,GA,4,85.6272150987805,17.98561,0.1019866,52.73055,24.53934,3.036158,0.0331422,34890.66,1,110765,294.0009,0.1702128,0.2158273,0.88732392
Jackson,13157,GA,1,77.5810222940511,21.41805,0.119779,36.23314,7.687129,3.003198,0.0420391,32407.27,1,41589,121.4767,0.3736264,0.2134831,0.54945058
Jackson,13157,GA,4,87.0168597239767,21.41805,0.119779,36.23314,7.687129,3.003198,0.0420391,32407.27,1,41589,121.4767,0.0923077,0.3174603,0.80303031
Laurens,13175,GA,1,77.3696901109057,18.16142,0.1842932,53.69033,34.3562,1.178856,0.0439202,31288.14,0,44874,55.24521,0.2860465,0.3550725,0.55116278
Laurens,13175,GA,4,84.8649838118527,18.16142,0.1842932,53.69033,34.3562,1.178856,0.0439202,31288.14,0,44874,55.24521,0.1208054,0.2137931,0.80536914
Liberty,13179,GA,1,77.2868798263027,17.48706,0.1495301,21.55007,42.24152,8.151274,0.0485842,22629.88,1,61610,118.6972,0.380531,0.3518519,0.65486723
Liberty,13179,GA,4,83.7307000367949,17.48706,0.1495301,21.55007,42.24152,8.151274,0.0485842,22629.88,1,61610,118.6972,0.2439024,0.1794872,0.70731705
Lowndes,13185,GA,1,78.8487762553416,22.42562,0.1834774,44.18716,33.79254,2.656462,0.0375615,27397.28,1,92115,182.6876,0.2712934,0.3630573,0.53291535
Lowndes,13185,GA,4,85.7895613852698,22.42562,0.1834774,44.18716,33.79254,2.656462,0.0375615,27397.28,1,92115,182.6876,0.0939597,0.239726,0.88666666
Madison,13195,GA,1,78.6561497863703,24.16502,0.1164362,38.34435,8.414302,1.970463,0.0388487,31050.48,1,25730,90.63701,0.2413793,0.1034483,0.68965518
Madison,13195,GA,4,86.6261748326894,24.16502,0.1164362,38.34435,8.414302,1.970463,0.0388487,31050.48,1,25730,90.63701,0.2222222,0.5555556,1
Murray,13213,GA,1,78.3656767659064,25.00997,0.1265078,30.87986,0.5232016,5.494987,0.0414201,28931.99,1,36506,105.9953,0.2916667,0.5416667,0.54166669
Murray,13213,GA,4,88.1707336448104,25.00997,0.1265078,30.87986,0.5232016,5.494987,0.0414201,28931.99,1,36506,105.9953,0.3333333,0.1666667,0.83333331
Muscogee,13215,GA,1,77.1600034749464,19.50473,0.1565661,49.87627,43.33006,4.494044,0.0491278,33184.25,1,186291,861.4282,0.2611465,0.329646,0.61061949
Muscogee,13215,GA,4,85.022337658908,19.50473,0.1565661,49.87627,43.33006,4.494044,0.0491278,33184.25,1,186291,861.4282,0.0972222,0.2142857,0.84722221
Newton,13217,GA,1,78.1716307944209,21.1301,0.1000691,41.43159,22.08029,1.866099,0.0356797,35354.39,1,62001,224.2893,0.2352941,0.5882353,0.47058824
Newton,13217,GA,4,86.1865508008983,21.1301,0.1000691,41.43159,22.08029,1.866099,0.0356797,35354.39,1,62001,224.2893,0.2666667,0.2666667,0.86666667
Oconee,13219,GA,1,79.3075835517214,16.21017,0.064719,35.05052,6.303146,3.176358,0.0266904,44892.05,1,26225,141.2187,0.1818182,0.3636364,0.81818181
Oconee,13219,GA,4,87.79491901959,16.21017,0.064719,35.05052,6.303146,3.176358,0.0266904,44892.05,1,26225,141.2187,0.0967742,0.25,0.90625
Paulding,13223,GA,1,77.7912526657681,17.6291,0.055008,29.39102,6.897818,1.711599,0.0286761,36223.39,1,81678,260.5938,0.3243243,0.5151515,0.62162161
Paulding,13223,GA,4,84.7984452042812,17.6291,0.055008,29.39102,6.897818,1.711599,0.0286761,36223.39,1,81678,260.5938,0.2380952,0.3064516,0.85714287
Polk,13233,GA,1,78.123640424694,24.1968,0.1545915,55.92362,13.30553,7.661238,0.0474453,28970.19,1,38127,122.5395,0.3846154,0.2692308,0.53846157
Polk,13233,GA,4,84.1429814964673,24.1968,0.1545915,55.92362,13.30553,7.661238,0.0474453,28970.19,1,38127,122.5395,0.1,0.4,1
Richmond,13245,GA,1,77.8633512449053,19.64976,0.1955864,45.69841,49.34752,2.775623,0.0479433,30235,1,199775,616.5192,0.2979516,0.3326886,0.59724951
Richmond,13245,GA,4,84.9046084175125,19.64976,0.1955864,45.69841,49.34752,2.775623,0.0479433,30235,1,199775,616.5192,0.1329114,0.2064516,0.81935483
Rockdale,13247,GA,1,79.7318038538614,22.43764,0.0818875,47.13811,18.07134,5.964827,0.0338425,39874.52,1,70111,536.7111,0,0.2666667,0.73333335
Rockdale,13247,GA,4,85.2026926502291,22.43764,0.0818875,47.13811,18.07134,5.964827,0.0338425,39874.52,1,70111,536.7111,0.1666667,0.2777778,0.8888889
Spalding,13255,GA,1,77.117286900091,21.72974,0.1546413,60.03389,30.94305,1.621104,0.0470404,31154.64,1,58417,295.1079,0.2142857,0.2307692,0.5
Spalding,13255,GA,4,84.2461531144688,21.72974,0.1546413,60.03389,30.94305,1.621104,0.0470404,31154.64,1,58417,295.1079,0.2857143,0.5714286,1
Stephens,13257,GA,1,79.446323188613,23.93996,0.1510527,71.09101,11.90879,0.9828975,0.049974,28803.78,0,25435,141.8913,0.2142857,0.5714286,0.5714286
Stephens,13257,GA,4,84.2047187863226,23.93996,0.1510527,71.09101,11.90879,0.9828975,0.049974,28803.78,0,25435,141.8913,0.4,0.4,0.60000002
Sumter,13261,GA,1,79.3296525691573,22.03346,0.2143713,41.18073,48.78313,2.683735,0.0556339,28431.88,1,33200,68.41367,0.2692308,0.2608696,0.53846157
Sumter,13261,GA,4,84.870041673226,22.03346,0.2143713,41.18073,48.78313,2.683735,0.0556339,28431.88,1,33200,68.41367,0,0.1428571,0.9285714
Thomas,13275,GA,1,79.0362580349507,20.63628,0.1739141,53.46655,38.60121,1.717481,0.0412826,30982.05,0,42737,77.94398,0.2110092,0.4095238,0.48181817
Thomas,13275,GA,4,85.3751623838283,20.63628,0.1739141,53.46655,38.60121,1.717481,0.0412826,30982.05,0,42737,77.94398,0.0961538,0.254902,0.96153843
Tift,13277,GA,1,78.6368455085482,24.7185,0.1991143,55.61486,27.84649,7.665269,0.0448749,31119.53,1,38407,144.9052,0.1886792,0.490566,0.47169811
Tift,13277,GA,4,85.7896067756741,24.7185,0.1991143,55.61486,27.84649,7.665269,0.0448749,31119.53,1,38407,144.9052,0.0606061,0.2903226,0.87878788
Toombs,13279,GA,1,79.1727584078828,23.90206,0.2385386,53.48525,23.9268,8.861779,0.0631866,27207.53,0,26067,71.09521,0.3103448,0.3793103,0.51724136
Toombs,13279,GA,4,87.3255844769645,23.90206,0.2385386,53.48525,23.9268,8.861779,0.0631866,27207.53,0,26067,71.09521,0,0.3846154,0.76923078
Troup,13285,GA,1,76.84980236391,20.71995,0.1482652,52.40477,31.72902,1.708093,0.0433292,32975.88,1,58779,142.0109,0.0909091,0.5,0.45454547
Troup,13285,GA,4,85.5166965938172,20.71995,0.1482652,52.40477,31.72902,1.708093,0.0433292,32975.88,1,58779,142.0109,0.0714286,0.2857143,0.71428573
Upson,13293,GA,1,77.8919118852708,21.26416,0.1473956,60.24931,27.81099,1.184911,0.0838814,32311.6,1,27597,84.78788,0.1666667,0.2222222,0.6111111
Upson,13293,GA,4,86.8721909685051,21.26416,0.1473956,60.24931,27.81099,1.184911,0.0838814,32311.6,1,27597,84.78788,0.1428571,0.4285714,0.85714287
Walker,13295,GA,1,77.1999584363299,21.77721,0.1247577,49.62246,3.767219,0.9254254,0.0420851,29232.29,1,61053,136.7124,0.2641509,0.3076923,0.47169811
Walker,13295,GA,4,85.142876956315,21.77721,0.1247577,49.62246,3.767219,0.9254254,0.0420851,29232.29,1,61053,136.7124,0.125,0.3913043,0.58333331
Walton,13297,GA,1,78.1103177968802,20.81534,0.0973675,31.73167,14.3408,1.916391,0.0354027,35885.15,1,60687,184.3583,0.2380952,0.3846154,0.59523809
Walton,13297,GA,4,85.1479034133966,20.81534,0.0973675,31.73167,14.3408,1.916391,0.0354027,35885.15,1,60687,184.3583,0.0909091,0.2568807,0.84684682
Ware,13299,GA,1,77.5749515556005,22.38247,0.2054502,55.42936,27.92041,1.938957,0.0527518,26753.7,0,35483,39.32535,0.2043011,0.3052632,0.52631581
Ware,13299,GA,4,84.4231764098222,22.38247,0.2054502,55.42936,27.92041,1.938957,0.0527518,26753.7,0,35483,39.32535,0.1176471,0.2352941,0.88235295
Wayne,13305,GA,1,78.2763624205379,23.36015,0.1668032,63.20346,20.07529,3.813288,0.0506606,27430.94,1,26565,41.20762,0.2115385,0.4,0.60784316
Wayne,13305,GA,4,84.7734002980546,23.36015,0.1668032,63.20346,20.07529,3.813288,0.0506606,27430.94,1,26565,41.20762,0.1,0.4,0.5
Whitfield,13313,GA,1,78.1368224933274,26.83372,0.1147173,53.2176,3.670757,22.05208,0.0439033,33918.73,1,83525,288.032,0.3409091,0.2578125,0.52272725
Whitfield,13313,GA,4,84.9696806519456,26.83372,0.1147173,53.2176,3.670757,22.05208,0.0439033,33918.73,1,83525,288.032,0.125,0.25,0.875
Hawaii,15001,HI,1,81.1988923069007,11.70611,0.1565742,39.77011,0.4049046,9.491044,0.0495255,35009.52,0,148677,36.91071,0.2681464,0.1993315,0.74153847
Hawaii,15001,HI,4,86.9444652322036,11.70611,0.1565742,39.77011,0.4049046,9.491044,0.0495255,35009.52,0,148677,36.91071,0.1116531,0.1758602,0.88054794
Honolulu,15003,HI,1,81.4546595252463,7.901288,0.0989543,33.31975,2.235104,6.70303,0.0408656,39403.99,1,876156,1460.829,0.2338742,0.1973049,0.73296303
Honolulu,15003,HI,4,87.3401582542234,7.901288,0.0989543,33.31975,2.235104,6.70303,0.0408656,39403.99,1,876156,1460.829,0.1044776,0.1549572,0.88301343
Kauai,15007,HI,1,81.1459991314514,9.778863,0.105066,52.31856,0.2788088,8.215453,0.0503741,38209.55,0,58463,93.92564,0.2244898,0.1862069,0.76022911
Kauai,15007,HI,4,85.316938668322,9.778863,0.105066,52.31856,0.2788088,8.215453,0.0503741,38209.55,0,58463,93.92564,0.089852,0.1562168,0.89795917
Maui,15009,HI,1,81.0176889554189,11.09335,0.1045605,44.51887,0.3755055,7.8458,0.0401125,39561.99,1,128094,110.5024,0.2387571,0.235732,0.74505681
Maui,15009,HI,4,86.0120518019499,11.09335,0.1045605,44.51887,0.3755055,7.8458,0.0401125,39561.99,1,128094,110.5024,0.1280576,0.1808511,0.90379012
Ada,16001,ID,1,80.5824088238029,16.50698,0.0765338,44.47366,0.6078351,4.475514,0.036911,40061.99,1,300904,285.2196,0.2998885,0.2226721,0.73744911
Ada,16001,ID,4,87.9053910709606,16.50698,0.0765338,44.47366,0.6078351,4.475514,0.036911,40061.99,1,300904,285.2196,0.0820385,0.1565495,0.93181819
Bannock,16005,ID,1,79.6679620061772,18.05854,0.1386793,62.5713,0.5439026,4.684709,0.0476341,31215.9,1,75565,67.87489,0.2722063,0.2236939,0.74350089
Bannock,16005,ID,4,86.6716993723439,18.05854,0.1386793,62.5713,0.5439026,4.684709,0.0476341,31215.9,1,75565,67.87489,0.1105354,0.2243816,0.88007736
Bingham,16011,ID,1,79.3733084095648,23.89524,0.1242562,70.16174,0.1245957,13.29819,0.0457117,29051.5,1,41735,19.92377,0.244868,0.2651515,0.67509025
Bingham,16011,ID,4,86.7373625228779,23.89524,0.1242562,70.16174,0.1245957,13.29819,0.0457117,29051.5,1,41735,19.92377,0.1187215,0.2253521,0.8680203
Bonner,16017,ID,1,81.9572125968649,21.24948,0.1552637,23.21162,0.1031628,1.639745,0.0767783,31136.53,1,36835,21.19793,0.2995392,0.215311,0.69758815
Bonner,16017,ID,4,86.9668052564241,21.24948,0.1552637,23.21162,0.1031628,1.639745,0.0767783,31136.53,1,36835,21.19793,0.1172839,0.163522,0.91216218
Bonneville,16019,ID,1,79.21574852449,17.39305,0.1013099,76.34813,0.4362473,6.910884,0.034771,35201.79,1,82522,44.16537,0.2455429,0.2401011,0.67647058
Bonneville,16019,ID,4,86.2856675306447,17.39305,0.1013099,76.34813,0.4362473,6.910884,0.034771,35201.79,1,82522,44.16537,0.0761421,0.1763943,0.89525139
Canyon,16027,ID,1,80.438172298554,22.6557,0.1199599,41.44825,0.2563888,18.6053,0.04973,29085.51,1,131441,222.8878,0.2579758,0.283008,0.68754166
Canyon,16027,ID,4,87.7541074974427,22.6557,0.1199599,41.44825,0.2563888,18.6053,0.04973,29085.51,1,131441,222.8878,0.1019678,0.2179487,0.86640471
Elmore,16039,ID,1,78.3867542300203,21.67874,0.1118976,34.37693,3.137659,11.98764,0.0550182,23134.5,1,29130,9.465246,0.2716049,0.2356688,0.63309354
Elmore,16039,ID,4,81.7209381485249,21.67874,0.1118976,34.37693,3.137659,11.98764,0.0550182,23134.5,1,29130,9.465246,0.1538462,0.3157895,0.84210527
Kootenai,16055,ID,1,80.7348611854759,20.14944,0.1046788,32.00626,0.1619359,2.325988,0.0680639,33962.56,1,108685,87.2888,0.3220797,0.2461752,0.72208637
Kootenai,16055,ID,4,87.6704639858287,20.14944,0.1046788,32.00626,0.1619359,2.325988,0.0680639,33962.56,1,108685,87.2888,0.099851,0.1825038,0.89198035
Latah,16057,ID,1,80.3362363606569,16.69283,0.1672472,31.32103,0.5696293,2.11822,0.0423077,26109.43,0,34935,32.44778,0.2474542,0.1892744,0.80832285
Latah,16057,ID,4,86.2098614502235,16.69283,0.1672472,31.32103,0.5696293,2.11822,0.0423077,26109.43,0,34935,32.44778,0.0384615,0.1792717,0.93209875
Madison,16065,ID,1,80.8238997624161,16.15708,0.3050939,80.17257,0.203881,3.92471,0.0308895,18100.76,1,27467,58.25146,0.1031941,0.215736,0.75739646
Madison,16065,ID,4,88.3987052151201,16.15708,0.3050939,80.17257,0.203881,3.92471,0.0308895,18100.76,1,27467,58.25146,0.0144928,0.261194,0.87401575
Nez Perce,16069,ID,1,79.9042668579289,16.42652,0.1217538,39.05373,0.2699813,1.927292,0.0522209,35334.23,1,37410,44.05945,0.2940613,0.2622623,0.6605081
Nez Perce,16069,ID,4,85.554723748959,16.42652,0.1217538,39.05373,0.2699813,1.927292,0.0522209,35334.23,1,37410,44.05945,0.1396648,0.1982759,0.894081
Twin Falls,16083,ID,1,79.4593282094946,23.77906,0.1273387,49.77599,0.1508929,9.374027,0.0409479,32260.27,0,64284,33.39384,0.2703827,0.2489121,0.66497463
Twin Falls,16083,ID,4,86.9081571258081,23.77906,0.1273387,49.77599,0.1508929,9.374027,0.0409479,32260.27,0,64284,33.39384,0.112069,0.1847507,0.88216561
Adams,17001,IL,1,77.8478218969613,12.11937,0.1001849,59.56178,3.04202,0.8304407,0.0446272,34574.12,0,68277,79.7038,0.368421,0.2631579,0.52631581
Adams,17001,IL,4,87.5652879473151,12.11937,0.1001849,59.56178,3.04202,0.8304407,0.0446272,34574.12,0,68277,79.7038,0.1818182,0.1818182,0.81818181
Boone,17007,IL,1,78.4780578675469,14.43175,0.0700649,42.11458,0.8423874,12.48983,0.0638097,41394.41,1,41786,148.5644,0.2857143,0.2857143,0.42857143
Boone,17007,IL,4,86.2416197452643,14.43175,0.0700649,42.11458,0.8423874,12.48983,0.0638097,41394.41,1,41786,148.5644,0,0,0.81818181
Bureau,17011,IL,1,78.3976700893939,13.91201,0.0726102,53.57012,0.309833,4.878461,0.0519536,38285.83,1,35503,40.87551,0.125,0.25,0.75
Bureau,17011,IL,4,86.8429616937444,13.91201,0.0726102,53.57012,0.309833,4.878461,0.0519536,38285.83,1,35503,40.87551,0.3333333,0,0.8888889
Champaign,17019,IL,1,77.4304444942373,14.98441,0.160685,41.82636,11.06535,2.895881,0.0374327,32419.9,1,179669,180.2447,0.1954023,0.228,0.72811061
Champaign,17019,IL,4,87.6598281242637,14.98441,0.160685,41.82636,11.06535,2.895881,0.0374327,32419.9,1,179669,180.2447,0.0774194,0.1842105,0.91489363
Christian,17021,IL,1,77.7995944554095,12.82173,0.09541,53.8505,2.131629,0.9753478,0.0547889,34018.6,1,35372,49.88569,0,0.3333333,0.2857143
Christian,17021,IL,4,83.31740113789,12.82173,0.09541,53.8505,2.131629,0.9753478,0.0547889,34018.6,1,35372,49.88569,0,0.5,1
Clinton,17027,IL,1,78.4091786456994,11.78534,0.0644967,75.34544,3.908822,1.604052,0.0444639,34353.59,1,35535,74.93155,0.2,0.2,0.2
Clinton,17027,IL,4,87.1949664138895,11.78534,0.0644967,75.34544,3.908822,1.604052,0.0444639,34353.59,1,35535,74.93155,0.1818182,0.2727273,0.81818181
Coles,17029,IL,1,77.6045764705883,13.80732,0.1749117,38.63824,2.270847,1.385442,0.0500642,28996.85,0,53196,104.6577,0.1666667,0.25,0.58333331
Coles,17029,IL,4,85.0374496639947,13.80732,0.1749117,38.63824,2.270847,1.385442,0.0500642,28996.85,0,53196,104.6577,0,0.2142857,0.85714287
Cook,17031,IL,1,80.0599820893189,19.74418,0.1349136,57.62734,25.86042,19.93289,0.0604172,42449.97,1,5376741,5685.578,0.2542373,0.2852386,0.59777385
Cook,17031,IL,4,85.7525831262281,19.74418,0.1349136,57.62734,25.86042,19.93289,0.0604172,42449.97,1,5376741,5685.578,0.1518808,0.1654607,0.87136817
DeKalb,17037,IL,1,78.8066877591865,13.65314,0.1135822,48.57535,4.540907,6.552845,0.0457995,32699.87,1,88969,140.295,0.3076923,0.3076923,0.57692307
DeKalb,17037,IL,4,86.3692108049418,13.65314,0.1135822,48.57535,4.540907,6.552845,0.0457995,32699.87,1,88969,140.295,0.1136364,0.1428571,0.88636363
Dupage,17043,IL,1,81.4925704836385,11.04255,0.0361649,58.88432,2.98365,8.999061,0.0436966,56273.87,1,904161,2710.271,0.2004454,0.2570094,0.64229763
Dupage,17043,IL,4,86.1926212345385,11.04255,0.0361649,58.88432,2.98365,8.999061,0.0436966,56273.87,1,904161,2710.271,0.1329069,0.1599132,0.90080643
Effingham,17049,IL,1,78.513778608523,12.02901,0.0806561,73.46778,0.1605183,0.7354658,0.0494282,36133.95,0,34264,71.57725,0.3076923,0.1538462,0.38461539
Effingham,17049,IL,4,86.9022949090392,12.02901,0.0806561,73.46778,0.1605183,0.7354658,0.0494282,36133.95,0,34264,71.57725,0,0.5,1
Franklin,17055,IL,1,77.7799386549074,14.45922,0.1616593,60.53104,0.1460864,0.638167,0.0792957,30084.54,1,39018,94.68664,0.1176471,0.375,0.47058824
Franklin,17055,IL,4,85.5202036156367,14.45922,0.1616593,60.53104,0.1460864,0.638167,0.0792957,30084.54,1,39018,94.68664,0.3333333,0,0.33333334
Fulton,17057,IL,1,78.8451732121508,13.60753,0.0986466,39.12157,3.579085,1.249673,0.0621566,32155.11,0,38250,44.18777,0.25,0.125,0.75
Fulton,17057,IL,4,85.4830052973872,13.60753,0.0986466,39.12157,3.579085,1.249673,0.0621566,32155.11,0,38250,44.18777,0.1666667,0.5,1
Grundy,17063,IL,1,77.7576338601348,11.11563,0.0482325,49.6763,0.1785001,4.134808,0.0601348,41801.37,1,37535,89.38977,0,0.5,0.75
Grundy,17063,IL,4,84.6791653858905,11.11563,0.0482325,49.6763,0.1785001,4.134808,0.0601348,41801.37,1,37535,89.38977,0.25,0.375,0.125
Henry,17073,IL,1,78.2719612808872,11.32341,0.080205,59.3238,1.115249,2.875343,0.0521244,36483.23,1,51020,61.9767,0.5,0.125,0.25
Henry,17073,IL,4,85.7327515147099,11.32341,0.080205,59.3238,1.115249,2.875343,0.0521244,36483.23,1,51020,61.9767,0.2142857,0.2307692,0.85714287
Iroquois,17075,IL,1,78.510161735686,13.13559,0.0872764,56.75304,0.7084956,3.88396,0.0555759,36657.39,1,31334,28.06631,0.1875,0.1875,0.5
Iroquois,17075,IL,4,86.7692729240668,13.13559,0.0872764,56.75304,0.7084956,3.88396,0.0555759,36657.39,1,31334,28.06631,0.2222222,0.375,0.77777779
Jackson,17077,IL,1,78.9435025099854,17.09103,0.2521539,40.3241,12.9068,2.420654,0.0439815,25176.48,1,59612,101.3595,0.4642857,0.2857143,0.61904764
Jackson,17077,IL,4,86.607625479452,17.09103,0.2521539,40.3241,12.9068,2.420654,0.0439815,25176.48,1,59612,101.3595,0.0833333,0.2727273,0.83333331
Jefferson,17081,IL,1,77.1963383681837,13.41563,0.1234921,54.54114,7.723811,1.326008,0.0587028,30672.44,1,40045,70.13677,0.2857143,0.3076923,0.42857143
Jefferson,17081,IL,4,84.7785332115942,13.41563,0.1234921,54.54114,7.723811,1.326008,0.0587028,30672.44,1,40045,70.13677,0,0.5,0.80000001
Kane,17089,IL,1,80.7362610370888,15.11332,0.0669217,55.98796,5.561975,23.73657,0.0535921,44908.75,1,404119,776.5011,0.2462687,0.2469636,0.59493673
Kane,17089,IL,4,86.3788216798962,15.11332,0.0669217,55.98796,5.561975,23.73657,0.0535921,44908.75,1,404119,776.5011,0.1351889,0.201232,0.8738938
Kankakee,17091,IL,1,77.8033671467793,14.4785,0.1143928,47.54173,15.3535,4.775939,0.0531819,35617.48,1,103833,153.4291,0.2982456,0.3571429,0.56140351
Kankakee,17091,IL,4,85.4238872920439,14.4785,0.1143928,47.54173,15.3535,4.775939,0.0531819,35617.48,1,103833,153.4291,0.3170732,0.3,0.80487806
Kendall,17093,IL,1,79.8489003033045,11.23765,0.0301561,43.70233,1.270534,7.491199,0.0424688,45992.24,1,54544,170.1423,0.1428571,0.1428571,0.85714287
Kendall,17093,IL,4,85.3877464540266,11.23765,0.0301561,43.70233,1.270534,7.491199,0.0424688,45992.24,1,54544,170.1423,0.1666667,0.1,0.80000001
Knox,17095,IL,1,77.5845992216085,13.61259,0.1113067,40.83029,6.218211,3.395659,0.0576846,32940.67,0,55836,77.95268,0.2105263,0.2105263,0.63157892
Knox,17095,IL,4,87.2180263680978,13.61259,0.1113067,40.83029,6.218211,3.395659,0.0576846,32940.67,0,55836,77.95268,0,0.25,0.75
Lake,17097,IL,1,80.0869854295386,13.04985,0.057209,59.18064,6.763342,14.38894,0.0441623,58363.57,1,644356,1439.697,0.25,0.2655367,0.58558559
Lake,17097,IL,4,87.0460271310014,13.04985,0.057209,59.18064,6.763342,14.38894,0.0441623,58363.57,1,644356,1439.697,0.1263574,0.1505051,0.87555557
La Salle,17099,IL,1,77.3153569963901,13.35909,0.0914283,62.49272,1.512882,5.193303,0.059668,36775.81,1,111509,98.25305,0.2391304,0.2643678,0.56818181
La Salle,17099,IL,4,86.4171750464478,13.35909,0.0914283,62.49272,1.512882,5.193303,0.059668,36775.81,1,111509,98.25305,0.2181818,0.1886792,0.77777779
Lee,17103,IL,1,77.3844107399394,12.63563,0.0771717,64.11736,4.861073,3.180634,0.0503744,33827.49,1,36062,49.71574,0.4,0.4,0.40000001
Lee,17103,IL,4,86.2662932818808,12.63563,0.0771717,64.11736,4.861073,3.180634,0.0503744,33827.49,1,36062,49.71574,0.2,0.4,0.60000002
Livingston,17105,IL,1,76.3366164232442,11.6102,0.0879716,61.09431,5.121226,2.661424,0.0451441,33472.96,1,39678,38.0145,0.1333333,0.4,0.53333336
Livingston,17105,IL,4,86.1302665665663,11.6102,0.0879716,61.09431,5.121226,2.661424,0.0451441,33472.96,1,39678,38.0145,0.5555556,0.3333333,0.66666669
Logan,17107,IL,1,76.6064760826581,11.38011,0.0807712,57.31007,6.532405,1.613058,0.0446435,30281.67,1,31183,50.44653,0.4285714,0.5714286,0.2857143
Logan,17107,IL,4,88.6220412013256,11.38011,0.0807712,57.31007,6.532405,1.613058,0.0446435,30281.67,1,31183,50.44653,0.1666667,0.3333333,1
McDonough,17109,IL,1,78.5301311751813,17.30262,0.1978354,35.34774,3.42114,1.482697,0.0461631,25994.92,0,32913,55.85382,0.3,0.3,0.40000001
McDonough,17109,IL,4,84.6114317221397,17.30262,0.1978354,35.34774,3.42114,1.482697,0.0461631,25994.92,0,32913,55.85382,0,0.6666667,0.83333331
McHenry,17111,IL,1,79.0531862085874,11.67091,0.0365825,47.79392,0.5302276,7.536998,0.0466233,48750.82,1,260077,430.9421,0.3066667,0.25,0.62962961
McHenry,17111,IL,4,85.1805036419022,11.67091,0.0365825,47.79392,0.5302276,7.536998,0.0466233,48750.82,1,260077,430.9421,0.1323529,0.2125,0.88524592
McLean,17113,IL,1,76.7967727790974,10.63328,0.0971366,44.18844,6.108367,2.547978,0.0337406,37902.75,1,150433,127.1056,0.2314815,0.2666667,0.66990292
McLean,17113,IL,4,86.0675434265702,10.63328,0.0971366,44.18844,6.108367,2.547978,0.0337406,37902.75,1,150433,127.1056,0.1210526,0.1912568,0.8901099
Macon,17115,IL,1,76.8207818644365,12.21359,0.1288894,49.81954,13.98009,0.9764093,0.0628684,37942.01,1,114706,197.5909,0.4,0.5,0.72000003
Macon,17115,IL,4,86.2435568206078,12.21359,0.1288894,49.81954,13.98009,0.9764093,0.0628684,37942.01,1,114706,197.5909,0.0810811,0.3513514,0.72972971
Macoupin,17117,IL,1,78.8529559547508,12.0386,0.0941816,51.33928,0.8078501,0.6222077,0.0537408,33655.78,1,49019,56.76294,0.2,0.4,0.73333335
Macoupin,17117,IL,4,85.2100742484998,12.0386,0.0941816,51.33928,0.8078501,0.6222077,0.0537408,33655.78,1,49019,56.76294,0.0909091,0.2727273,0.90909094
